PersonID,Name,EmploymentHistory,Gender,Generation,Age,Multiple Doctoral Degrees,Multiple Master's Degrees,Multiple Bachelor's Degrees,Doctorate Area of Study,Pathway,Years in Presidency,Provost or Dean,Sector,Size Category,Research Expenses Per FTE,Endowment Value Per FTE,Carnegie Classification,Land Grant,president
2,"Boulton, Matthew Myer ",Y,Male,Generation X,40-49,Yes,Yes,Yes,Religion,Traditionalist,4-6,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$100K+,Special Focus Four-Year: Faith-Related Institutions,Not a Land Grant Institution,University Presidents
3,"Trible, Paul S., Jr.",Y,Male,Baby Boomers,70-79,Yes,No,Yes,Law,Traveler,15+,Not available,"Public, 4-year or above","5,000 - 9,999",$.1K - $1K,$1K - $10K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
4,"Tracy, Ken ",Y,Male,Generation X,50-59,No,No,Yes,Not available,Traveler,Not available,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$1K - $10K,Special Focus Four-Year: Faith-Related Institutions,Not a Land Grant Institution,University Presidents
5,"Lechner, Jack E., Jr",Y,Male,Millennials,30-39,No,Yes,Yes,Not available,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$1K - $10K,Special Focus Four-Year: Other Special Focus Institutions,Not a Land Grant Institution,University Presidents
6,"Rosa,  John W.",Y,Male,Baby Boomers,60-69,No,Yes,Yes,Not available,Traveler,Not available,Not available,"Public, 4-year or above","1,000 - 4,999",$.1K - $1K,$10K - $100K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
7,"Fike, R. Esther ",Y,Female,Not available,Not available,No,No,Yes,Not available,Traditionalist,15+,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$0K - $.1K,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,Not a Land Grant Institution,University Presidents
8,"Carter, Richard E. ",Y,Male,Not available,Not available,No,No,No,Not available,Traveler,4-6,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$0K - $.1K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
9,"Sears, Andrew ",Y,Male,Generation X,40-49,Yes,Yes,Yes,Other Applied,Traveler,7-10,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$0K - $.1K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
10,"Tisdale, Henry N. ",Y,Male,Silent Generation,70-79,Yes,Yes,Yes,Science/Math,Traveler,15+,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$10K - $100K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
11,"Freund, Deborah A. ",Y,Female,Baby Boomers,60-69,Yes,Yes,Yes,Social Science,Traveler,7-10,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$1K - $10K,$100K+,Doctoral Universities: Higher Research Activity,Not a Land Grant Institution,University Presidents
13,"Kuan, Kah-Jin Jeffrey ",Y,Male,Not available,Not available,Yes,Yes,Yes,Not available,Traditionalist,4-6,Dean,"Private not-for-profit, 4-year or above","Under 1,000",$1K - $10K,$10K - $100K,Special Focus Four-Year: Faith-Related Institutions,Not a Land Grant Institution,University Presidents
14,"Whitney, Karen ",Y,Female,Baby Boomers,50-59,Yes,Yes,Yes,Other Applied,Traditionalist,7-10,Not available,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
15,"Johnson, Ronald A.  ",Y,Male,Not available,Not available,Yes,Yes,No,Social Science,Traveler,0-3,Dean,"Private not-for-profit, 4-year or above","1,000 - 4,999",$1K - $10K,$10K - $100K,Doctoral Universities: Higher Research Activity,Not a Land Grant Institution,University Presidents
16,Robert K. Knight,Y,Male,Not available,Not available,No,Yes,Yes,Not available,Traveler,11-15,Not available,"Public, 4-year or above","10,000 - 19,999",$0K - $.1K,$1K - $10K,Not available,Not a Land Grant Institution,University Presidents
17,"Angel, David P. ",Y,Male,Baby Boomers,50-59,Yes,No,Yes,Not available,Traditionalist,7-10,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$1K - $10K,$100K+,Doctoral Universities: Moderate Research Activity,Not a Land Grant Institution,University Presidents
18,"Burrows, Joanne M. ",Y,Female,Baby Boomers,60-69,Yes,Yes,Yes,Not available,Traditionalist,11-15,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
19,"Damewood, Tony ",Y,Male,Generation X,40-49,Yes,Yes,Yes,Other Applied,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Special Focus Four-Year: Other Health Professions Schools,Not a Land Grant Institution,University Presidents
20,"Collins, Anthony G. ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Not available,Traditionalist,Not available,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$1K - $10K,$10K - $100K,Doctoral Universities: Moderate Research Activity,Not a Land Grant Institution,University Presidents
21,"Hynes, Thomas J.",Y,Male,Not available,Not available,Yes,No,Yes,Other Applied,Traditionalist,7-10,Provost,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
22,"Fox, Donald S. ",Y,Male,Not available,Not available,Yes,Yes,Yes,Not available,Traditionalist,7-10,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$100K+,Special Focus Four-Year: Faith-Related Institutions,Not a Land Grant Institution,University Presidents
24,"Clements, James P. ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Other Applied,Traditionalist,4-6,Provost,"Public, 4-year or above","20,000 and above",$1K - $10K,$10K - $100K,Doctoral Universities: Highest Research Activity,Land Grant Institution,University Presidents
25,"Hogle, Paul ",Y,Male,Generation X,50-59,No,No,Yes,Not available,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$10K - $100K,"Special Focus Four-Year: Arts, Music & Design Schools",Not a Land Grant Institution,University Presidents
26,"Berkman, Ronald M. ",Y,Male,Baby Boomers,70-79,Yes,No,No,Not available,Traveler,7-10,Provost,"Public, 4-year or above","10,000 - 19,999",$.1K - $1K,$.1K - $1K,Doctoral Universities: Higher Research Activity,Not a Land Grant Institution,University Presidents
27,"Cleveland, Carl S, III",Y,Male,Not available,Not available,No,No,No,Not available,Traveler,4-6,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$.1K - $1K,$10K - $100K,Special Focus Four-Year: Other Health Professions Schools,Not a Land Grant Institution,University Presidents
28,"Copeland, Elaine Johnson ",Y,Female,Silent Generation,70-79,Yes,Yes,Yes,Not available,Traveler,11-15,Provost,"Private not-for-profit, 4-year or above","Under 1,000",$.1K - $1K,$1K - $10K,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,Not a Land Grant Institution,University Presidents
29,"Loveday, Joyce  ",Y,Female,Baby Boomers,60-69,Yes,Yes,Yes,Not available,Traveler,0-3,Dean,"Public, 4-year or above","1,000 - 4,999",$0K - $.1K,$.1K - $1K,Baccalaureate/Associate's Colleges: Associate's Dominant,Not a Land Grant Institution,University Presidents
30,"DeCenzo, David A. ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Not available,Traditionalist,7-10,Not available,"Public, 4-year or above","10,000 - 19,999",$.1K - $1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
31,"McInally, David ",Y,Male,Generation X,50-59,Yes,Yes,Yes,Not available,Traditionalist,4-6,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$10K - $100K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
32,"Wyatt, Robert L. ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Not available,Traveler,7-10,Dean,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$10K - $100K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
33,"Greene, David A. ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Other Applied,Traditionalist,0-3,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$100K+,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
34,Susan D. Stuebner,Y,Female,Generation X,40-49,Yes,Yes,Yes,Other Applied,Traditionalist,0-3,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
35,"Casey, Brian W. ",Y,Male,Baby Boomers,50-59,Yes,No,Yes,Law,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$100K+,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
36,"Rogers, Richard L ",Y,Not available,Baby Boomers,60-69,No,No,No,Not available,Traditionalist,15+,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,"Special Focus Four-Year: Arts, Music & Design Schools",Not a Land Grant Institution,University Presidents
37,"Blocker, Bill ",Y,Male,Not available,Not available,Yes,Yes,No,Religion,Traveler,4-6,Dean,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$1K - $10K,Special Focus Four-Year: Faith-Related Institutions,Not a Land Grant Institution,University Presidents
38,"Henningsen, James ",Y,Male,Generation X,50-59,Yes,Yes,Yes,Other Applied,Traditionalist,4-6,Provost,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Baccalaureate/Associate's Colleges: Associate's Dominant,Not a Land Grant Institution,University Presidents
39,"McConnell, Glenn F. ",Y,Male,Baby Boomers,70-79,Yes,No,Yes,Law,Traveler,0-3,Not available,"Public, 4-year or above","10,000 - 19,999",$.1K - $1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
40,"Aloia, Gregory F. ",Y,Male,Not available,Not available,Yes,No,Yes,Other Applied,Traditionalist,4-6,Dean,"Public, 4-year or above","1,000 - 4,999",$0K - $.1K,$0K - $.1K,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,Not a Land Grant Institution,University Presidents
41,"Fowler, Verna ",Y,Female,Not available,Not available,Yes,Yes,Yes,Not available,Traveler,15+,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$1K - $10K,$10K - $100K,Tribal Colleges,Land Grant Institution,University Presidents
42,"Flynn, Charles L.  Jr.",Y,Male,Not available,Not available,Yes,Yes,Yes,Not available,Traditionalist,15+,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
43,"Reap, Mary",Y,Female,Silent Generation,70-79,Yes,Yes,Yes,Other Applied,Traveler,7-10,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
44,"Hinton, Mary Dana ",Y,Female,Generation X,40-49,Yes,Yes,Yes,Religion,Traveler,0-3,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
45,"Streubert, Helen J. ",Y,Female,Baby Boomers,50-59,Yes,Yes,Yes,Not available,Traditionalist,4-6,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
46,"Stevens, Maryanne ",Y,Female,Not available,Not available,Yes,Yes,Yes,Religion,Traveler,Not available,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
47,"Richards, Michael ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Other Applied,Traditionalist,7-10,Provost,"Public, 4-year or above","20,000 and above",$0K - $.1K,$.1K - $1K,Baccalaureate/Associate's Colleges: Associate's Dominant,Not a Land Grant Institution,University Presidents
49,"Fritz, William J. ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Science/Math,Traveler,4-6,Provost,"Public, 4-year or above","10,000 - 19,999",$.1K - $1K,$.1K - $1K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
50,"Collins, Darron A. ",Y,Male,Generation X,40-49,Yes,No,Yes,Social Science,Traveler,4-6,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$100K+,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
51,"Boroughs, Philip L. ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Religion,Traveler,4-6,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$100K+,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
52,"Davis, Jerry C ",Y,Male,Silent Generation,70-79,Yes,Yes,Yes,Science/Math,Traditionalist,15+,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$100K+,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
53,"Reveley, W. Taylor III",Y,Male,Silent Generation,70-79,Yes,No,Yes,Law,Traveler,7-10,Dean,"Public, 4-year or above","5,000 - 9,999",$1K - $10K,$10K - $100K,Doctoral Universities: Higher Research Activity,Not a Land Grant Institution,University Presidents
54,"Sweeting, Donald W. ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Religion,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
55,"Tiefenthaler, Jill ",Y,Female,Generation X,50-59,Yes,Yes,Yes,Social Science,Traditionalist,4-6,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$100K+,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
57,"Hauser, Carrie Besnette ",Y,Female,Generation X,40-49,Yes,Yes,Yes,Other Applied,Traveler,4-6,Not available,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,Not a Land Grant Institution,University Presidents
58,"Johnson, Paul ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Science/Math,Traveler,0-3,Dean,"Public, 4-year or above","5,000 - 9,999",$10K - $100K,$10K - $100K,Doctoral Universities: Higher Research Activity,Not a Land Grant Institution,University Presidents
59,"Frank, Anthony A. ",Y,Male,Baby Boomers,50-59,Yes,No,Yes,Medical,Traditionalist,0-3,Provost,"Public, 4-year or above","20,000 and above",$1K - $10K,$10K - $100K,Doctoral Universities: Highest Research Activity,Land Grant Institution,University Presidents
60,Becky Takeda-Tinker,Y,Female,Baby Boomers,50-59,Yes,Yes,Yes,Other Applied,Traveler,7-10,Dean,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$0K - $.1K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
61,"Di Mare, Lesley A. ",Y,Female,Baby Boomers,60-69,Yes,Yes,Yes,Other Applied,Traditionalist,4-6,Provost,"Public, 4-year or above","5,000 - 9,999",$.1K - $1K,$1K - $10K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
62,"Cummins, Richard ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Other Applied,Traditionalist,Not available,Dean,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Baccalaureate/Associate's Colleges: Associate's Dominant,Not a Land Grant Institution,University Presidents
63,"Dalrymple, Scott ",Y,Male,Generation X,50-59,Yes,Yes,Yes,Not available,Traveler,0-3,Dean,Not available,"1,000 - 4,999",$0K - $.1K,$.1K - $1K,Not available,Not a Land Grant Institution,University Presidents
64,"Dinndorf, Elizabeth",Y,Female,Not available,Not available,Yes,No,Yes,Law,Traveler,7-10,Not available,Not available,"1,000 - 4,999",$0K - $.1K,$.1K - $1K,Not available,Not a Land Grant Institution,University Presidents
65,"Kim, Kwang-Wu ",Y,Male,Not available,Not available,Yes,No,Yes,Arts/Humanities,Traditionalist,Not available,Dean,"Private not-for-profit, 4-year or above","5,000 - 9,999",$.1K - $1K,$10K - $100K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
66,"Jones, William H. ",Y,Male,Baby Boomers,60-69,Yes,No,Yes,Religion,Traveler,7-10,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
67,"Dyk, Leanne Van ",Y,Female,Not available,Not available,Yes,No,No,Not available,Traditionalist,0-3,Provost,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$100K+,Special Focus Four-Year: Faith-Related Institutions,Not a Land Grant Institution,University Presidents
68,"Bollinger, Lee C. ",Y,Male,Not available,Not available,Yes,No,Yes,Law,Traveler,11-15,Provost,"Private not-for-profit, 4-year or above","20,000 and above",$10K - $100K,$100K+,Doctoral Universities: Highest Research Activity,Not a Land Grant Institution,University Presidents
69,"Corn, Melanie ",Y,Female,Generation X,40-49,Yes,Yes,Yes,Other Applied,Traditionalist,Not available,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,"Special Focus Four-Year: Arts, Music & Design Schools",Not a Land Grant Institution,University Presidents
70,"Markwood, Chris ",Y,Male,Generation X,50-59,Yes,Yes,Yes,Not available,Traditionalist,0-3,Provost,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
71,"Lowe, Keri ",Y,Female,Generation X,40-49,No,No,No,Not available,Traveler,7-10,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$0K - $.1K,"Special Focus Four-Year: Arts, Music & Design Schools",Not a Land Grant Institution,University Presidents
72,"Moss, Brendan",Y,Male,Not available,Not available,Yes,Yes,No,Religion,Traditionalist,0-3,Dean,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$10K - $100K,Special Focus Four-Year: Faith-Related Institutions,Not a Land Grant Institution,University Presidents
73,Kendra Boggess,Y,Female,Baby Boomers,60-69,Yes,Yes,Yes,Other Applied,Traveler,0-3,Dean,"Public, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
74,"Jackson, Dexter ",Y,Male,Generation X,40-49,No,No,Yes,Not available,Traditionalist,Not available,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$1K - $10K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
75,"Craft, William J. ",Y,Male,Not available,Not available,Yes,Yes,No,Arts/Humanities,Traveler,Not available,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$10K - $100K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
76,"Nunes,  John A.",Y,Male,Not available,Not available,No,No,No,Not available,Traveler,0-3,Dean,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
77,"Meyer, Dale A. ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Social Science,Traveler,11-15,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$100K+,Special Focus Four-Year: Faith-Related Institutions,Not a Land Grant Institution,University Presidents
78,"Rast, Lawrence R.   Jr.",Y,Male,Baby Boomers,70-79,Yes,Yes,Yes,Not available,Traveler,4-6,Dean,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$100K+,Special Focus Four-Year: Faith-Related Institutions,Not a Land Grant Institution,University Presidents
79,"Gard, Daniel ",Y,Male,Not available,Not available,Yes,Yes,Yes,Religion,Traveler,0-3,Dean,"Private not-for-profit, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Special Focus Four-Year: Other Special Focus Institutions,Not a Land Grant Institution,University Presidents
84,"Bergeron, Katherine ",Y,Female,Generation X,40-49,Yes,No,Yes,Law,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$0K - $.1K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
86,"Bharucha, Jamshed ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Social Science,Traveler,Not available,Provost,"Private not-for-profit, 4-year or above","Under 1,000",$.1K - $1K,$100K+,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
88,"Thompson, Maria ",Y,Female,Not available,Not available,Yes,Yes,No,Other Applied,Traditionalist,Not available,Provost,"Public, 4-year or above","1,000 - 4,999",$0K - $.1K,$.1K - $1K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
89,"Nord, Sheldon C. ",Y,Male,Not available,Not available,Yes,Yes,Yes,Not available,Traveler,4-6,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
90,"Brand, Jonathan ",Y,Male,Generation X,50-59,Yes,Yes,Yes,Law,Traveler,4-6,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
91,"Rawlings, Hunter R.  III",Y,Male,Silent Generation,70-79,Yes,No,Yes,Arts/Humanities,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","20,000 and above",$10K - $100K,$100K+,Doctoral Universities: Highest Research Activity,Land Grant Institution,University Presidents
92,"Stowell, Joseph M. ",Y,Male,Not available,Not available,Yes,Yes,Yes,Not available,Traveler,7-10,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
94,"Weitzel , Jann Rudd ",Y,Female,Not available,Not available,Yes,Yes,Yes,Other Applied,Traditionalist,0-3,Provost,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$0K - $.1K,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,Not a Land Grant Institution,University Presidents
95,"Halvorson, J. Derek ",Y,Female,Generation X,40-49,Yes,Yes,Yes,Social Science,Traveler,4-6,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
97,"Ratcliff, Lance ",Y,Female,Not available,Not available,Yes,Yes,Yes,Other Applied,Traditionalist,Not available,Provost,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$1K - $10K,Special Focus Four-Year: Other Health Professions Schools,Not a Land Grant Institution,University Presidents
98,"Hendrickson, Daniel S. ",Y,Female,Generation X,40-49,Yes,Yes,Yes,Not available,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","5,000 - 9,999",$1K - $10K,$10K - $100K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
99,"Creamer, Barry K. ",Y,Female,Baby Boomers,50-59,Yes,Yes,Yes,Social Science,Traveler,11-15,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$10K - $100K,Special Focus Four-Year: Faith-Related Institutions,Not a Land Grant Institution,University Presidents
103,"Wiggins, Joel ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Other Applied,Traveler,4-6,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
104,"Ryan, Tim ",Y,Male,Not available,Not available,Yes,Yes,Yes,Other Applied,Traveler,15+,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Special Focus Four-Year: Other Special Focus Institutions,Not a Land Grant Institution,University Presidents
106,"Stumb, Paul ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Science/Math,Traveler,0-3,Dean,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
107,"Wallerstein, Mitchel B. ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Social Science,Traveler,7-10,Dean,"Public, 4-year or above","10,000 - 19,999",$.1K - $1K,$10K - $100K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
108,"Anderson, Michelle J. ",Y,Female,Generation X,50-59,Yes,Yes,Yes,Law,Traveler,0-3,Dean,"Public, 4-year or above","10,000 - 19,999",$.1K - $1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
109,"Staiano-Coico, Lisa ",Y,Female,Baby Boomers,60-69,Yes,No,Yes,Medical,Traditionalist,7-10,Provost,"Public, 4-year or above","10,000 - 19,999",$1K - $10K,$10K - $100K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
110,"Robinson, Chase F. ",Y,Male,Baby Boomers,50-59,Yes,No,Yes,Social Science,Traditionalist,0-3,Provost,"Public, 4-year or above","5,000 - 9,999",$1K - $10K,$10K - $100K,Doctoral Universities: Highest Research Activity,Not a Land Grant Institution,University Presidents
111,"Raab, Jennifer ",Y,Female,Baby Boomers,60-69,Yes,Yes,Yes,Law,Traveler,15+,Not available,"Public, 4-year or above","20,000 and above",$1K - $10K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
112,"Travis, Jeremy ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Law,Traveler,11-15,Not available,"Public, 4-year or above","10,000 - 19,999",$.1K - $1K,$.1K - $1K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
113,"Cruz, José Luis ",Y,Male,Generation X,40-49,Yes,Yes,Yes,Science/Math,Traveler,0-3,Provost,"Public, 4-year or above","10,000 - 19,999",$.1K - $1K,$.1K - $1K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
114,"Crew, Rudolph F. ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Other Applied,Traveler,4-6,Not available,"Public, 4-year or above","5,000 - 9,999",$.1K - $1K,$0K - $.1K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
115,"Hotzler, Russell K. ",Y,Male,Not available,Not available,Yes,Yes,Yes,Science/Math,Traditionalist,11-15,Provost,"Public, 4-year or above","10,000 - 19,999",$0K - $.1K,$1K - $10K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
116,"Rodríguez, Félix V. Matos ",Y,Male,Baby Boomers,50-59,Yes,No,Yes,Social Science,Traveler,0-3,Not available,"Public, 4-year or above","10,000 - 19,999",$1K - $10K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
